,doi,text,label,split
777,10.1016/j.jpowsour.2019.01.061,We also explore the reason for the difference in the DFT energy for different configurations.,no,dev
778,10.1021/acs.chemmater.7b00172,"Moreover, expensive Nb ions can be replaced to nonexpensive Ti ions, similar to the lithium counterpart.",no,dev
779,10.1021/acs.nanolett.8b03637,"The selected NMC701515 compound displays a much higher dynamic affinity toward moisture and carbon dioxide during air exposure compared to its lithium analogues, primarily forming NaOH, Na 2 CO 3 , Na 2 CO 3 A*H 2 O, and NiO at the particle surface.",no,dev
780,10.1002/celc.201500437,"The observed increasing cell polarization, in fact, is mostly attributed to the un-optimized positive electrode.",micro,dev
781,10.1039/c5cc04422g,"These results clearly suggest that the kinetics of NFPO@G is improved by constructing a pore structure.According to the present results, Fig. 3f will apparently show the migration paths of Na+ in the electrolyte.",no,dev
782,10.1021/acsaem.8b01239,"a The high price caused by extensive consumption and the limited geographic distribution of lithium, however, make current lithium ion batteries (LIBs) not suitable for large-scale energy storage.",intro,dev
783,10.1016/s1388-2481(01)00244-2,"In lithium insertion the irreversible capacity is directly related with the surface area, because larger BET surface areas imply extended irreversible reactions during the first discharge.",micro,dev
784,10.1039/c6ta03956a,"Redox-active organic imides are potential alternatives to transition-metal based cathodes for material-sustainable and environmentally friendly Na-ion batteries; however, their poor cyclability remains a challenge for battery applications.",macro,dev
785,10.1016/j.nanoen.2016.06.026,"The Na2/3[Ni1/3Mn2/3]O2 sample without any surface modification presented a 164mAh/g initial specific discharge capacity within the voltage window from 2.5V to 4.3V, and the capacity decayed to 44mAh/g at the 300th cycle, resulting in only a 26.8% retention.",macro,dev
786,10.1039/c6ee01807f,"Recently, the attention to sodium-ion batteries has been refocused on large-scale energy storage applications, due to sodium's low cost and infinite abundance.",no,dev
787,10.1021/acsami.7b06334,"Nonetheless, its application faces a number of obstacles due to poor electronic conductivity and structural instability.",micro,dev
788,10.1016/j.jallcom.2019.152751,"At the pH value of 2, the grain boundary defects become larger due to the H+ etching.",micro,dev
789,10.1016/j.matlet.2019.126965,"Nevertheless, for the i-NCO electrode, there is only a capacity of 94.1 mAh g-1 at 0.4 C.",no,dev
790,10.1039/c2cp44467d,"Though there is a possibility that the TM charge ordering could exist, XRD cannot probe the charge ordering as the TM-ions have similar scattering intensities.",both,dev
791,10.1039/c9qi00507b,"Our previous research has revealed that the dissolution of C4Q can be effectively restricted by encapsulating it in CMK-3, but there is still room for improvement in its circulation performance and rate capability.",both,dev
792,10.1002/aenm.201501005,"However, the low achievable capacity hinders its practical applications.",macro,dev
793,10.1016/j.coche.2015.08.007,"Generally, sodium extraction from both phases induces phase transition , leading to structural instability over prolonged cycling.",both,dev
794,10.1039/c8ta09678c,"However, the closely packed structure is unfavorable for the contact between the nanoparticles and the electrolyte, and the electrolyte can only slowly penetrate from the outer layer to the inner layer of the active materials (Fig. 1a).",micro,dev
795,10.1002/qua.24217,Spinel block and NaO layer are alternately stacked.,no,dev
796,10.1002/adfm.201504537,"Moreover, for portable electronics, a battery without significant fade after more than 1100 cycles (three years, if charged once per day) is a basic requirement, which, however, is rarely reported.",no,dev
797,10.1016/j.jallcom.2018.05.301,"Despite this characteristic, the development of MoS2 still faces two main limiting factors: first, MoS2 has poor intrinsic electronic conductivity, including the directions along the (002) plane and perpendicular to the (002) plane.",macro,dev
798,10.1021/acsaem.8b01690,"As shown in Table S2 , such excellent electrochemical properties have rarely been obtained in previously reported carbon-based SIB anode materials.",no,dev
799,10.1016/j.jallcom.2019.151667,Similar barriers (0.33 and 0.63 eV for the Na3 and Na2 channels) were predicted for Na2.25Fe1.875(SO4)3 within BVSE method by Wong etal..,no,dev
800,10.1039/c6ta01465h,"But the low conductivity, limited ion intercalation kinetics and inferior stability remain critical drawbacks for their practical applications.",intro,dev
801,10.1039/c6ta03630a,"The development of sodium ion batteries is of key importance in future energy technology, but so far no materials are known with sufficient rate and cycle capability for real applications.",intro,dev
802,10.1002/adfm.201900535,"In addition, this fabrication strategy provides an effective method to figure out practical application issues about black phosphorus including easy oxidation, mass production and commercialization.",no,dev
803,10.1002/chem.201700742,We believe that the current synthetic strategy could be extended to the synthesis of other 3DG wrapped MCP aerogels as high-performance electrode materials for wide range of applications.,no,dev
804,10.1039/c6ee01093h,The increasing capacity with cycle number indicates the morphology of the cathode and/or the penetration of the liquid electrolyte to the surfaces of the active particles was not optimal in the cell assembly.,macro,dev
805,10.1002/chem.201705466,Ga-substituted NZTO exhibits a superionic conductivity of [?,no,dev
806,10.1021/cm502542p,It is a challenging task to exactly determine the crystal:glass volume ratio in this glass-ceramic.,micro,dev
807,10.1002/aenm.201400730,"The sample calcined at 700 degC also worked well when applied to an anode for Na-ion batteries, whilst it showed the poorer rate capability due to the slow diffusion kinetics of Na+ ion.",macro,dev
808,10.1016/j.electacta.2019.134626,"In addition, due to the scarcity of lithium on earth, sodium with relatively high abundance and low cost is expected to replace lithium.",no,dev
809,10.1016/j.cej.2017.01.108,The poor performance of the NIC was mainly ascribed to the unwanted side reaction with the electrolyte counterpart which eventually reflected in the impedance measurements.,both,dev
810,10.1002/smtd.201900239,"While it is completely inactive for the P2 phase and only very minor changes are observed for the P2/P3/O3 mixed phase, there is a significant redox activity for the O3-type material, favoring the disproportionation and dissolution of trivalent manganese present in the discharged structure and, as a consequence, relatively rapid capacity fading.",both,dev
811,10.1039/c4ra05336b,"Therefore, a full working potential range is necessary for current study and future development.",no,dev
812,10.1021/acs.nanolett.5b00705,Some materials with the open crystal structure that allows Li ions intercalation also can be used in Na-ion batteries.,no,dev
813,10.1021/acsami.9b01484,This indicates that Na/vacancy reordering through Na diffusion is kinetically accessible during the phase transition process of gliding.Another key observation is that the energy barrier for P a O gliding increases nearly linearly with the Na content ( Figure a).,no,dev
814,10.1039/c9ta09890a,This tends to result in electrode structural degradation and thereby ultimately leads to drastic capacity fading over repeated cycling of the present cathode.,both,dev
815,10.1039/c6ra04731a,Further fundamental understanding is required.,intro,dev
816,10.1039/c5ta09418f,Several studies have highlighted the positive effect of tensile lattice strain on migration barriers and ion diffusion coefficients in SOFC electrolytes.,no,dev
817,10.1016/j.jpowsour.2016.10.084,"However, it is necessary to highlight that the addition of higher amount of NaN3 in the structure may have negative consequences in the cycle stability.",both,dev
818,10.1021/acs.chemmater.5b03276,"The moisture-exposed electrode exhibits slightly lower reversible capacity, lower rate capability, and more profound capacity degradation at 1C, presumably due to the reduced kinetics resulting from Na+H+(D+) exchange.",both,dev
819,10.1021/acsami.6b09280,"This process involves the decrease of average oxidation state of chromium from +3.5 of Na0.5CrO2 to +3 in Cr2O3, and this process should result in oxygen loss.",no,dev
820,10.1039/c4nr05604c,"This is in agreement with previous in situ XRD studies showing that lithiation of SnSb produces crystalline Li3Sb and amorphous LizSn alloys:However, compared to the bulk material dQ/dV peaks for SnSb nanoalloys are much broader.",no,dev
