doi,text,label,split
10.1016/j.electacta.2016.05.176,"Regarding the cheaper and less polluting Fe-based compounds, Wu et al. have recently reported the electrochemical performance of BG and Na-PB as cathode for aqueous Na-ion batteries with capacities over 100mAhg-1, although the very poor coulombic efficiency still remains to be improved (around 80% at 1C).",no,dev
10.1016/j.jcis.2018.07.114,This can be attributed to the increased electrochemical polarization caused by lower reaction kinetics in larger NVPF crystals.,no,train
10.1002/adfm.201601292,"For large-scale energy-storage applications, Na-ion batteries would be more promising candidates because of the material abundance, availability, and low standard potential of sodium.Although the electrochemical performance of Na-ion batteries was insufficient and impractical in the 1970s-2000s, by developing battery technology and better understanding the reaction mechanisms in the Li system, the technology of Na-ion batteries has also been improved, which has led to a much better performance of both the positive and negative electrodes in Na cells since 2010.",no,train
10.1016/j.electacta.2017.12.092,"This configuration could effectively reduce the path of Na ion diffusion, increases the contact area between electrodes and electrolyte and buffers the volume changes during the Na ion insertion/extraction processes.",both,dev
10.1002/aenm.201502568,"Indeed, the conductivity test shows that the sulfidation leads to a 460-fold increase in the electrical conductivity (Figure S13, Supporting Information).",both,train
10.1016/j.jpowsour.2018.04.077,The kinetics of the coated sample is improved since Na0.7Ni0.33Mn0.67O2 possesses Na conduction paths.,both,dev
10.1039/c9nj05684j,"According Fig. 2, it can be observed that the intensity of the sodium iron pyrophosphate phase (Na2FeP2O7) with a triclinic (P1) structure gradually increased from x = 0.3 to 0.5 mol%, which is stable and directly related to the influence polyanion content in the NaFe0.5(VO)0.5PO4 glass-ceramic network.",no,train
10.1016/j.jpowsour.2019.03.031,"To better understand the enhanced cycling performance of the Ti3-Na-NCM622 cathode, electrochemical impedance spectroscopy (EIS) measurements were carried out after 400 cycles at 30 degC, as shown in Fig. 5e.",no,train
10.1002/adfm.201701870,It could be attributable to increased local structural distortion of the Ni-O6 octahedra due to the increased amount of Jahn-Teller active Ni3+ ions.,no,train
10.1021/acsami.8b03336,"In summary, for fixed values of x (constant Fe), samples with more Co have higher volumetric and gravimetric energy densities, less hysteresis, and better capacity retention.",both,dev
10.1039/c9ta01641d,"When the current density gradually increased from 0.5 to 1, 2, 4, 8, and 16C, the corresponding average discharge capacities decreased from 104.8 to 97.2, 90.1, 83.2, 76.3, and 67.9 mA h g-1, respectively.",no,train
10.1016/j.carbon.2015.10.054,These values are much better than that of NVP/SP and NVP at the same rate.,both,test
10.1039/c9cp03838h,"According to the structural arrangement of m-NFP, the FeO6 octahedron is placed along the b-direction, and with an increase in the U value, more elongation is observed along the b-direction as compared to the a- and c-direction.",no,dev
10.1039/c7ta00727b,"The coulombic efficiency of M-NFP-NPs increases to more than 99% after several initial cycles, indicating a reversible Na ion insertion/desertion reaction with NFP-NPs.",no,test
10.1039/c7ta04946c,"For the in situ synchrotron XRD experiments, the current was systematically increased from 10 mA g-1 to 20 mA g-1 and 50 mA g-1 as the cell was charged to 4.3 V followed by a potentiostatic hold.",no,train
10.1002/aenm.202001346,"From the above work, it can be concluded that a slightly high oxidation state of Mn in the compound results in better capacity retention and structural stability that suppresses the Jahn-Teller distortion in the Na2/3MnO2 compound.",both,test
10.1039/c9ta00968j,Hu et al. found that the anionic redox reaction in P2-type Na0.72[Li0.24Mn0.76]O2 could stabilize the layered structure as well as increase the capacity.,both,train
10.1016/j.ssi.2017.10.013,"The galvanostatic profiles show that the specific capacity for r-ZnHCF is 55 mAh g- 1, at a rate of c/10, whereas the m-ZnHCF phase exhibits a better electrochemical reversibility with a higher specific capacity (64 mAh g- 1), which is very closed to theoretical capacity of 64.8 mAh g- 1 for that material.",both,train
10.1039/c9nr10211f,"The surface-controlled capacities increase gradually and finally reach at a promising value of 93% at 2.0 mV s-1, suggesting that the kinetics of the pseudocapacitive controlled processes is propitious to high rate performance.",no,train
10.1039/c9ta03089a,"Fig. 4b shows the corresponding galvanostatic charge/discharge curves of NFS and NFS@5%CNTs cathode materials at different current densities, indicating that CNT implementation not only results in the increased sodium storage capacity of the NFS@5%CNTs cathode material (Fig. 4a), but it also contributes to less electrochemical polarity in contrast to the bare NFS cathode material, especially under high current densities.",both,train
10.1039/c7ta11110j,"As a result of the N-doped graphene protection, the obtained composite material of Na2+2xFe2-x(SO4)3@N-rGO demonstrated an enhanced stability in ambient environments; furthermore, due to the higher conductivity of the N-doped graphene, the electrochemical performance of the composite was also dramatically improved.",both,train
10.1039/c8ta11927a,"The formation of Jahn-Teller active Mn3+ results in large structural distortions of MnO6 octahedra which can induce constraints and defects in the active material, leading to increased capacity fading.",no,train
10.1021/jacs.7b00164,"High-energy Li-ion batteries (LIBs) are expected to contribute to the solution; however, the expected increase in the cost of raw lithium, as compared to abundant and low-cost Na, has led to a resurgence of interest in room-temperature Na-ion batteries (NIBs) as potential, cheaper alternatives for large-scale applications.",no,train
10.1002/slct.201700376,"The discharge capacity of 65 and 100 mAh/g delivered up to 15 cycles for P3 phase at C/30 in the voltage window of 2.0-4.0 and 2.0-4.5 V, respectively.28 The substitution of Co3+ in Li ion battery layered oxide materials have been shown to increase structural stability and electrochemical performance.29-31 In case of Na ion battery, Komba et al. showed the increase of structural stability for the layered NaFe0.5Co0.5O2 compared to NaFeO2 and delivers good cycling performance.32 Recently published articles on P2 NaxCoyMn1-yO2 (y=0, 0.1), O3 NaNixCoyMnzO2 (x=1/3, 0.5, 0.6, 0.8) phases show better electrochemical performance and structural stability in presence of Co in the structure.",both,train
10.1016/j.jallcom.2019.152270,"As the current density increases from 0.2 to 5 C, the reversible capacities of 82, 61, 45, 25 and 15 mAh/g can be obtained.",no,train
10.1016/j.nanoen.2017.07.018,"As Fig. 3c presents, the half-cell cycles about 850 h at C/10, but deteriorates drastically with the increased current rate.",no,train
10.1039/c4ta03828b,"The P2-type samples (black) show the highest capacity, even up to 200 mA h g-1, however, their long cycling performances need to be improved.",no,train
10.1002/aenm.201501588,A further increase of carbonization temperature above 2000 degC leads to a sharpening of the (002) peak that is reminiscent of an increase in the sample state of graphitization.,no,dev
10.1039/c6cc00065g,"Clearly, the material renders a rechargeable capacity of 100 mA h g-1 at a current rate of 1 C (where 1 C = 128 mA g-1) and retains 91% of the capacity after 200 cycles, showing a much better cycling performance than the pristine Na3(VO0.5)2(PO4)2F2 (see Fig. S5, ESI+).",both,train
10.1039/c2dt12337a,"The plot of khMT, per Cu(II), vs. temperature, shown in Fig. 6 for an applied DC field of 1 T, gives a value of 0.505 cm3 K mol-1 at 270 K (meff = 2.01 mB) and this slowly increases down to ~50 K before a more rapid increase occurs, to reach 1.18 cm3 K mol-1 at 3 K (meff = 3.07 mB) followed by a sharp decrease below 3 K reaching 1.06 cm3 K mol-1 at 2 K.",no,dev
10.1002/anie.201900005,"As temperature increased, the oxygen content increased to 1.7 wt.% at 600 degC, 2.7 wt.% at 700 degC, and finally reached the maximum of 2.9 wt.% at 800 degC.",no,train
10.1016/j.cej.2019.123233,"The introduction of nano-sized NZSP particles impede the crystallinity and increase movement of polymer chain segments, which is benefit to improve the ionic conductivity.",both,test
10.1039/d1ta08471b,"This can be attributed to the slight sliding of the TMO2 layer to mitigate the increased electrostatic repulsion between them, resulting in the formation of a secondary P2 phase with a reduced c lattice parameter.",no,test
10.1039/c8ta06551a,"This synergy of the MgO coating and partial Mg doping results in the protection of particle surfaces, increased structural stability, and eventually, remarkable enhancement in the electrochemical performance of the Na[Ni0.5Mn0.5]O2 in terms of its reversible capacity, cycling stability, and rate capability.",both,dev
10.1039/d1ta00669j,"Considering the anionic species, the oxygen net charge continued to increase for a value above x = 0.667.",no,test
10.1021/cm902023h,"Of late, concerns have surfaced of the resource availability of lithium and hence future cost, in light of the projected orders-of-magnitude increase in lithium usage in batteries for low emission hybrid and electric vehicles.",no,train
10.1039/c6ra23261b,"The EIS data for NaZnHCF in NaNO3 (1 mol L-1) are shown in Fig. S8.+ Lower impedance values were observed at 1.13 V/NHE (see the inset in Fig. S8 in the ESI+), whereas at 1.16 and 1.2 V/NHE the impedance values increased by two orders of magnitude.",no,train
